person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length
22,45449,RENT,6.0,MEDICAL,B,12000,,1,0.26,N,4
23,54000,RENT,7.0,PERSONAL,C,12000,,0,0.22,Y,3
24,34000,OWN,8.0,VENTURE,C,10000,,0,0.29,Y,3
22,55555,RENT,7.0,EDUCATION,E,12000,,0,0.22,N,4
23,34200,MORTGAGE,,MEDICAL,A,5500,7.49,0,0.16,N,4
23,57000,RENT,0.0,EDUCATION,C,12000,,0,0.21,N,4
24,52000,RENT,3.0,MEDICAL,A,3000,,0,0.06,N,2
21,53000,RENT,3.0,EDUCATION,D,3000,,0,0.06,N,4
22,54000,RENT,2.0,MEDICAL,A,3000,,0,0.06,N,4
25,34800,MORTGAGE,,DEBTCONSOLIDATION,A,9450,5.99,0,0.27,N,4
26,55000,RENT,1.0,DEBTCONSOLIDATION,C,3000,,0,0.05,N,2
24,50000,RENT,3.0,MEDICAL,C,3000,,1,0.06,N,2
21,35000,OWN,5.0,VENTURE,B,10000,,0,0.29,N,4
23,35000,OWN,2.0,VENTURE,B,14000,,0,0.4,N,3
25,35000,MORTGAGE,9.0,DEBTCONSOLIDATION,A,7000,,0,0.2,N,2
26,64000,RENT,2.0,MEDICAL,A,3000,,0,0.05,N,4
26,71000,RENT,9.0,MEDICAL,B,3000,,0,0.04,N,4
21,35000,MORTGAGE,6.0,DEBTCONSOLIDATION,B,15000,,0,0.43,N,4
22,35000,MORTGAGE,,VENTURE,F,5000,21.36,0,0.14,Y,2
23,75000,RENT,2.0,PERSONAL,A,3000,,0,0.04,N,2
24,75000,RENT,4.0,HOMEIMPROVEMENT,C,3000,,0,0.04,N,4
25,35000,OWN,2.0,MEDICAL,A,6400,,0,0.18,N,2
26,90000,RENT,5.0,MEDICAL,B,3000,,0,0.03,N,4
22,29000,MORTGAGE,5.0,DEBTCONSOLIDATION,B,9000,,1,0.31,N,4
25,17436,RENT,,VENTURE,B,3025,11.49,1,0.17,N,2
26,35000,OWN,,PERSONAL,B,7200,11.11,0,0.21,N,4
23,29000,OWN,,MEDICAL,F,10000,18.62,1,0.34,Y,3
24,35000,MORTGAGE,,MEDICAL,B,7775,,0,0.22,N,2
21,12000,RENT,,VENTURE,B,3200,11.49,1,0.27,N,2
22,35000,MORTGAGE,3.0,MEDICAL,C,3500,,0,0.1,Y,3
23,18000,RENT,0.0,HOMEIMPROVEMENT,A,3200,,1,0.18,N,4
21,30000,RENT,6.0,PERSONAL,A,3200,,0,0.11,N,2
26,30000,RENT,2.0,DEBTCONSOLIDATION,B,3200,,0,0.11,N,3
24,35000,MORTGAGE,2.0,MEDICAL,A,2950,,0,0.08,N,4
24,29000,MORTGAGE,8.0,PERSONAL,B,1450,,1,0.05,N,4
22,30000,RENT,,DEBTCONSOLIDATION,D,3200,15.62,1,0.11,Y,4
25,33000,RENT,,HOMEIMPROVEMENT,C,3200,12.99,1,0.1,Y,2
22,44568,RENT,3.0,PERSONAL,B,3200,,0,0.07,N,4
25,48000,RENT,0.0,EDUCATION,F,3200,,1,0.07,Y,4
22,10200,RENT,4.0,VENTURE,C,3250,,1,0.32,Y,2
23,18000,RENT,1.0,PERSONAL,C,3250,,1,0.18,Y,4
21,70000,RENT,3.0,PERSONAL,C,3300,,0,0.05,N,4
24,77300,RENT,4.0,PERSONAL,A,3350,,0,0.04,N,3
25,11000,RENT,3.0,MEDICAL,B,3400,,1,0.31,N,2
25,35138,MORTGAGE,3.0,DEBTCONSOLIDATION,B,1000,,0,0.03,N,3
24,60000,RENT,5.0,HOMEIMPROVEMENT,D,3400,,0,0.06,N,2
23,35352,MORTGAGE,,EDUCATION,A,6500,5.42,0,0.18,N,2
22,17280,RENT,0.0,EDUCATION,D,3500,,1,0.2,Y,4
24,35500,MORTGAGE,,DEBTCONSOLIDATION,A,14500,,0,0.41,N,3
22,21600,RENT,2.0,MEDICAL,D,3500,,1,0.16,N,2
22,29554,MORTGAGE,,DEBTCONSOLIDATION,A,5775,5.42,1,0.2,N,3
25,27600,RENT,,VENTURE,B,3500,10.99,0,0.13,N,4
22,28800,RENT,0.0,VENTURE,A,3500,,0,0.12,N,2
26,30000,RENT,2.0,VENTURE,B,3500,,0,0.12,N,2
21,30000,RENT,0.0,VENTURE,A,3500,,0,0.12,N,4
22,36000,MORTGAGE,3.0,EDUCATION,A,5250,,0,0.15,N,4
23,30000,RENT,,MEDICAL,B,3500,11.49,1,0.12,N,2
24,40000,RENT,0.0,VENTURE,B,3500,,0,0.09,N,2
26,30000,MORTGAGE,,DEBTCONSOLIDATION,A,8000,6.62,1,0.27,N,4
22,36000,MORTGAGE,,MEDICAL,A,7275,6.03,0,0.2,N,3
24,36000,MORTGAGE,,HOMEIMPROVEMENT,A,14775,6.62,0,0.41,N,4
24,42000,RENT,1.0,PERSONAL,A,3500,,0,0.08,N,3
26,36000,MORTGAGE,5.0,PERSONAL,A,4000,,0,0.11,N,3
22,50000,RENT,2.0,VENTURE,B,3500,,0,0.07,N,3
22,36000,MORTGAGE,0.0,EDUCATION,B,12375,,0,0.34,N,3
23,36000,MORTGAGE,7.0,EDUCATION,B,11000,,0,0.31,N,3
23,56000,RENT,7.0,DEBTCONSOLIDATION,C,3500,,0,0.06,Y,3
24,36000,OWN,,EDUCATION,A,6500,5.42,0,0.18,N,2
22,36000,MORTGAGE,1.0,MEDICAL,A,3500,,0,0.1,N,2
25,66660,RENT,0.0,EDUCATION,B,3500,,0,0.05,N,3
25,83500,RENT,9.0,HOMEIMPROVEMENT,C,3500,,0,0.04,N,2
26,45000,RENT,6.0,MEDICAL,A,3575,,0,0.08,N,2
22,10800,RENT,,VENTURE,C,3600,12.23,1,0.33,Y,3
21,36000,OWN,,EDUCATION,A,11000,5.42,0,0.31,N,3
25,12000,RENT,,DEBTCONSOLIDATION,B,3600,9.62,1,0.3,N,2
23,30000,MORTGAGE,7.0,HOMEIMPROVEMENT,A,2200,,1,0.07,N,3
22,36000,MORTGAGE,0.0,PERSONAL,A,2000,,0,0.06,N,4
22,18000,RENT,0.0,MEDICAL,B,3600,,1,0.2,N,3
21,24000,RENT,,EDUCATION,B,3600,11.99,0,0.15,N,3
23,36000,OWN,,VENTURE,A,18000,7.88,0,0.5,N,2
25,36000,MORTGAGE,3.0,VENTURE,B,5000,,0,0.14,N,4
23,37440,RENT,0.0,VENTURE,B,11000,,0,0.29,N,2
26,36000,OWN,,PERSONAL,B,15000,10.25,0,0.42,N,2
23,39500,RENT,7.0,MEDICAL,A,11000,,0,0.28,N,2
23,36000,MORTGAGE,,EDUCATION,A,10000,7.14,0,0.28,N,3
24,30000,MORTGAGE,,HOMEIMPROVEMENT,C,10000,14.22,1,0.33,Y,3
22,50000,RENT,1.0,MEDICAL,A,11000,,0,0.22,N,2
23,54996,RENT,2.0,MEDICAL,C,11000,,0,0.2,N,2
23,81600,RENT,3.0,PERSONAL,B,11000,,0,0.13,N,3
26,36588,MORTGAGE,,DEBTCONSOLIDATION,B,10000,10.65,0,0.27,N,3
26,36636,MORTGAGE,,MEDICAL,A,5000,6.03,0,0.14,N,2
21,36648,MORTGAGE,,DEBTCONSOLIDATION,B,7125,9.91,0,0.19,N,2
25,30780,MORTGAGE,,MEDICAL,A,5500,8.49,1,0.18,N,4
24,36852,MORTGAGE,,EDUCATION,B,6000,9.99,0,0.16,N,4
24,36996,MORTGAGE,7.0,PERSONAL,D,7800,,0,0.21,Y,3
23,33600,RENT,2.0,DEBTCONSOLIDATION,C,10750,,1,0.32,Y,3
25,54000,RENT,7.0,HOMEIMPROVEMENT,C,10700,,1,0.2,Y,2
26,16800,RENT,,PERSONAL,B,10625,,1,0.63,N,3
24,37000,MORTGAGE,4.0,MEDICAL,A,4000,,0,0.11,N,4
25,30600,RENT,,MEDICAL,C,10500,13.35,1,0.34,N,3
24,37000,RENT,8.0,MEDICAL,D,10500,,0,0.28,N,2
25,39204,RENT,3.0,PERSONAL,F,10500,,0,0.27,Y,4
24,35004,RENT,9.0,PERSONAL,E,10400,,0,0.3,N,2
23,51000,RENT,4.0,DEBTCONSOLIDATION,A,10400,,0,0.2,N,2
25,37200,MORTGAGE,,EDUCATION,B,10000,9.91,0,0.27,N,3
22,35496,RENT,6.0,VENTURE,D,10200,,0,0.29,Y,3
22,42492,RENT,6.0,DEBTCONSOLIDATION,B,3600,,1,0.08,N,3
25,54000,RENT,1.0,PERSONAL,A,3600,,1,0.07,N,3
22,60000,RENT,,EDUCATION,C,3600,15.27,0,0.06,Y,2
23,110000,RENT,0.0,PERSONAL,A,3600,,0,0.03,N,3
26,37820,MORTGAGE,3.0,HOMEIMPROVEMENT,A,6300,,0,0.17,N,4
24,17496,RENT,,EDUCATION,C,3700,14.22,1,0.21,N,4
24,48000,RENT,,MEDICAL,A,3700,6.99,0,0.08,N,4
24,38000,OWN,2.0,EDUCATION,A,9600,,0,0.25,N,2
26,38000,MORTGAGE,1.0,HOMEIMPROVEMENT,A,4000,,0,0.11,N,3
26,38000,MORTGAGE,5.0,HOMEIMPROVEMENT,B,5000,,0,0.13,N,2
24,14400,RENT,,MEDICAL,D,3825,,1,0.27,N,2
23,32000,MORTGAGE,,EDUCATION,B,1000,10.59,1,0.03,N,2
26,14000,RENT,2.0,VENTURE,B,4000,,1,0.29,N,3
22,15708,RENT,,HOMEIMPROVEMENT,B,4000,11.12,1,0.25,N,3
24,18000,RENT,0.0,DEBTCONSOLIDATION,B,4000,,1,0.22,N,3
25,19200,RENT,5.0,DEBTCONSOLIDATION,B,4000,,1,0.21,N,3
25,38000,MORTGAGE,1.0,VENTURE,B,18800,,0,0.49,N,3
25,24000,RENT,,PERSONAL,B,4000,11.71,0,0.17,N,3
23,24000,RENT,2.0,DEBTCONSOLIDATION,B,4000,,0,0.17,N,4
23,25000,RENT,,VENTURE,B,4000,11.71,0,0.16,N,4
22,25200,RENT,1.0,MEDICAL,B,4000,,0,0.16,N,2
25,25200,RENT,,EDUCATION,B,4000,10.25,0,0.16,N,2
24,38268,MORTGAGE,,PERSONAL,B,6000,9.88,0,0.16,N,4
23,26000,RENT,1.0,EDUCATION,B,4000,,0,0.15,N,4
24,26400,RENT,3.0,DEBTCONSOLIDATION,B,4000,,1,0.15,N,3
24,28000,RENT,8.0,MEDICAL,A,4000,,0,0.14,N,2
23,38400,MORTGAGE,7.0,VENTURE,A,2000,,0,0.05,N,2
22,38400,MORTGAGE,,EDUCATION,B,5000,11.49,0,0.13,N,2
21,38400,MORTGAGE,0.0,EDUCATION,A,4200,,0,0.11,N,2
22,30000,RENT,1.0,EDUCATION,C,4000,,0,0.13,N,3
22,38400,MORTGAGE,,PERSONAL,A,1000,5.79,0,0.03,N,2
26,32400,MORTGAGE,10.0,MEDICAL,D,10000,,1,0.31,Y,4
22,30000,RENT,1.0,PERSONAL,C,4000,,0,0.13,N,4
26,38400,MORTGAGE,,EDUCATION,C,10000,13.98,0,0.26,N,4
23,32535,RENT,6.0,PERSONAL,B,4000,,0,0.12,N,2
21,38400,OWN,0.0,VENTURE,C,12200,,0,0.32,N,2
23,38492,MORTGAGE,7.0,MEDICAL,B,6500,,0,0.17,N,4
24,38500,MORTGAGE,5.0,PERSONAL,C,2500,,0,0.06,N,4
23,38500,MORTGAGE,2.0,DEBTCONSOLIDATION,A,3000,,0,0.08,N,2
25,34200,RENT,1.0,EDUCATION,B,4000,,0,0.12,N,2
22,34800,RENT,,DEBTCONSOLIDATION,B,4000,10.74,0,0.11,N,3
24,39000,MORTGAGE,8.0,VENTURE,A,1200,,0,0.03,N,2
22,36000,RENT,6.0,VENTURE,B,4000,,0,0.11,N,4
22,32400,RENT,4.0,VENTURE,D,4000,,1,0.12,Y,2
25,34000,RENT,,HOMEIMPROVEMENT,A,4000,,1,0.12,N,2
22,39000,MORTGAGE,6.0,PERSONAL,A,10750,,0,0.28,N,3
22,40000,RENT,2.0,EDUCATION,A,4000,,0,0.1,N,2
24,41160,RENT,2.0,MEDICAL,A,4000,,0,0.1,N,4
26,33192,MORTGAGE,,PERSONAL,B,3000,12.69,1,0.09,N,4
22,42996,RENT,3.0,EDUCATION,C,4000,,0,0.09,N,4
23,47000,RENT,3.0,DEBTCONSOLIDATION,A,4000,,0,0.09,N,4
22,47004,RENT,2.0,PERSONAL,A,4000,,0,0.09,N,3
22,48000,RENT,3.0,EDUCATION,A,4000,,0,0.08,N,4
24,50000,RENT,0.0,PERSONAL,A,4000,,0,0.08,N,4
24,39828,OWN,,MEDICAL,B,3000,8.88,0,0.08,N,4
21,39828,OWN,,PERSONAL,B,15000,10.99,0,0.38,N,3
22,39875,MORTGAGE,5.0,VENTURE,B,10000,,0,0.25,N,3
26,52800,RENT,1.0,PERSONAL,A,4000,,0,0.08,N,3
22,39996,OWN,5.0,EDUCATION,C,3500,,0,0.09,N,2
22,57000,RENT,6.0,VENTURE,B,4000,,0,0.07,N,2
25,39996,MORTGAGE,7.0,VENTURE,B,3200,,0,0.08,N,4
22,63000,RENT,5.0,EDUCATION,B,4000,,0,0.06,N,4
23,63500,RENT,0.0,EDUCATION,C,4000,,0,0.06,N,4
24,67200,RENT,5.0,HOMEIMPROVEMENT,D,4000,,0,0.06,Y,2
23,63996,RENT,2.0,HOMEIMPROVEMENT,D,4000,,1,0.06,Y,2
25,40000,MORTGAGE,9.0,DEBTCONSOLIDATION,C,7100,,0,0.18,N,2
23,40000,MORTGAGE,4.0,PERSONAL,B,6000,,0,0.15,N,2
22,78972,RENT,5.0,MEDICAL,C,4000,,0,0.05,Y,2
24,16000,RENT,2.0,DEBTCONSOLIDATION,D,4200,,1,0.26,N,4
21,19000,RENT,2.0,HOMEIMPROVEMENT,C,4200,,1,0.22,Y,2
23,21000,RENT,3.0,EDUCATION,A,4200,,0,0.2,N,3
23,23520,RENT,8.0,MEDICAL,A,4200,,0,0.18,N,3
22,28080,RENT,,MEDICAL,B,4200,9.91,1,0.15,N,4
25,40000,MORTGAGE,9.0,HOMEIMPROVEMENT,B,8000,,0,0.2,N,4
26,29000,RENT,10.0,DEBTCONSOLIDATION,B,4200,,0,0.14,N,3
23,40000,OWN,,VENTURE,A,2000,,0,0.05,N,4
23,40000,OWN,,VENTURE,A,7500,5.42,0,0.19,N,2
22,30000,RENT,,EDUCATION,A,4350,6.03,0,0.14,N,4
24,14400,RENT,0.0,DEBTCONSOLIDATION,B,4375,,1,0.3,N,2
24,16800,RENT,,DEBTCONSOLIDATION,B,4375,9.99,1,0.26,N,2
24,72000,RENT,6.0,PERSONAL,A,4400,,0,0.06,N,4
25,17600,RENT,,PERSONAL,C,4500,13.99,1,0.26,N,2
23,18000,RENT,,VENTURE,A,4500,7.49,1,0.25,N,4
23,40000,MORTGAGE,6.0,MEDICAL,B,13200,,0,0.33,N,4
24,32000,RENT,,MEDICAL,A,4500,7.29,0,0.14,N,4
23,40000,MORTGAGE,7.0,VENTURE,B,14000,,0,0.35,N,3
26,40000,MORTGAGE,5.0,MEDICAL,A,16000,,0,0.4,N,3
22,40000,MORTGAGE,6.0,PERSONAL,A,4800,,0,0.12,N,2
22,44000,RENT,,PERSONAL,D,4500,14.46,1,0.1,Y,2
26,54396,RENT,10.0,MEDICAL,C,4500,,0,0.08,N,3
24,40000,MORTGAGE,5.0,VENTURE,A,8000,,0,0.2,N,4
23,54000,RENT,7.0,EDUCATION,B,4500,,1,0.08,N,2
23,40000,MORTGAGE,,EDUCATION,A,4000,6.39,0,0.1,N,3
24,86854,RENT,8.0,VENTURE,A,4500,,0,0.05,N,4
21,28416,RENT,6.0,PERSONAL,A,4600,,0,0.16,N,2
24,30000,RENT,0.0,MEDICAL,C,4600,,0,0.15,Y,2
22,40000,MORTGAGE,6.0,VENTURE,A,4750,,0,0.12,N,2
23,46500,RENT,3.0,EDUCATION,D,4600,,0,0.1,Y,4
25,40000,MORTGAGE,2.0,DEBTCONSOLIDATION,B,4750,,0,0.12,N,3
21,40000,MORTGAGE,5.0,EDUCATION,C,8000,,0,0.2,N,3
24,22392,RENT,,MEDICAL,B,4650,9.99,0,0.21,N,4
22,21000,RENT,4.0,EDUCATION,D,4750,,0,0.23,N,2
24,28800,RENT,0.0,EDUCATION,C,4750,,0,0.16,Y,4
22,19800,RENT,,DEBTCONSOLIDATION,B,4800,10.99,1,0.24,N,2
23,20400,RENT,0.0,PERSONAL,A,4800,,0,0.24,N,2
23,23136,RENT,,EDUCATION,A,4800,6.17,0,0.21,N,2
22,23448,RENT,,DEBTCONSOLIDATION,B,4800,11.86,0,0.2,N,3
22,40000,MORTGAGE,6.0,PERSONAL,C,10000,,0,0.25,Y,3
26,24000,RENT,0.0,EDUCATION,A,4800,,0,0.2,N,3
23,26400,RENT,,PERSONAL,A,4800,,0,0.18,N,4
21,27000,RENT,,DEBTCONSOLIDATION,C,4800,13.49,0,0.18,N,4
23,30000,RENT,0.0,EDUCATION,B,4800,,0,0.16,N,4
22,31200,RENT,,VENTURE,B,4800,10.37,0,0.15,N,4
22,30000,RENT,4.0,PERSONAL,C,4800,,1,0.16,N,3
22,40542,MORTGAGE,6.0,VENTURE,A,6250,,0,0.15,N,2
22,40800,MORTGAGE,7.0,EDUCATION,C,17050,,0,0.42,Y,2
24,40800,MORTGAGE,8.0,EDUCATION,A,1200,,0,0.03,N,3
23,40800,OWN,,MEDICAL,A,21000,6.17,0,0.51,N,3
25,40800,MORTGAGE,,HOMEIMPROVEMENT,A,8000,5.79,0,0.2,N,2
25,48000,RENT,9.0,MEDICAL,B,4800,,0,0.1,N,3
23,40800,MORTGAGE,1.0,EDUCATION,B,16000,,0,0.39,N,4
23,34900,MORTGAGE,2.0,MEDICAL,F,4000,,1,0.11,Y,4
26,50000,RENT,0.0,VENTURE,B,4800,,0,0.1,N,3
26,41000,OWN,7.0,HOMEIMPROVEMENT,D,9000,,0,0.22,N,4
21,41000,MORTGAGE,,PERSONAL,A,3000,5.79,0,0.07,N,4
23,70000,RENT,2.0,PERSONAL,C,4800,,0,0.07,N,2
26,89000,RENT,,EDUCATION,A,4800,5.99,0,0.05,N,2
26,95000,RENT,4.0,DEBTCONSOLIDATION,A,4800,,0,0.05,N,4
24,105000,RENT,5.0,HOMEIMPROVEMENT,C,4800,,0,0.05,Y,2
25,41004,OWN,1.0,PERSONAL,B,12000,,0,0.29,N,2
24,41100,OWN,,PERSONAL,A,5600,6.03,0,0.14,N,3
21,88000,RENT,,VENTURE,E,10000,17.93,1,0.11,Y,3
21,102000,RENT,5.0,EDUCATION,D,10000,,0,0.1,Y,3
23,41496,OWN,4.0,VENTURE,E,7200,,0,0.17,N,2
22,41604,OWN,1.0,PERSONAL,B,14400,,0,0.35,N,4
21,35760,MORTGAGE,5.0,HOMEIMPROVEMENT,E,2400,,1,0.07,N,3
23,91800,RENT,7.0,MEDICAL,B,10000,,1,0.09,N,4
25,42000,MORTGAGE,,DEBTCONSOLIDATION,B,3000,9.91,0,0.07,N,4
22,42000,OWN,6.0,VENTURE,A,4800,,0,0.11,N,3
22,42000,MORTGAGE,,VENTURE,B,3500,9.91,0,0.08,N,2
25,42000,OWN,6.0,EDUCATION,A,18000,,0,0.43,N,2
24,42000,MORTGAGE,,VENTURE,A,8000,6.62,0,0.19,N,3
22,29004,RENT,,EDUCATION,B,9975,,1,0.34,N,2
25,42000,MORTGAGE,9.0,EDUCATION,A,9100,,0,0.22,N,3
22,83200,RENT,6.0,DEBTCONSOLIDATION,C,9975,,0,0.12,N,3
22,33000,RENT,,DEBTCONSOLIDATION,C,9800,,1,0.3,N,2
22,60000,RENT,4.0,PERSONAL,B,9800,,0,0.16,N,3
25,60000,RENT,4.0,PERSONAL,A,9800,,0,0.16,N,3
22,42000,OWN,3.0,VENTURE,A,7000,,0,0.17,N,3
23,54096,RENT,2.0,PERSONAL,B,4900,,0,0.09,N,2
25,13296,RENT,,HOMEIMPROVEMENT,B,4950,9.63,1,0.37,N,3
22,27996,RENT,4.0,MEDICAL,C,5000,,0,0.18,Y,3
22,42000,MORTGAGE,4.0,PERSONAL,A,7050,,0,0.17,N,4
25,30000,RENT,,EDUCATION,A,5000,7.9,0,0.17,N,3
26,30000,RENT,4.0,PERSONAL,C,5000,,0,0.17,Y,2
23,36000,MORTGAGE,7.0,HOMEIMPROVEMENT,A,10750,,1,0.3,N,3
22,30000,RENT,2.0,EDUCATION,C,5000,,0,0.17,Y,2
23,30000,RENT,,HOMEIMPROVEMENT,C,5000,12.99,1,0.17,Y,2
26,30000,RENT,11.0,MEDICAL,B,5000,,0,0.17,N,2
23,30000,RENT,0.0,EDUCATION,C,5000,,0,0.17,N,3
22,42000,OWN,0.0,EDUCATION,C,12000,,0,0.29,N,4
25,42000,MORTGAGE,,VENTURE,B,3500,10.36,0,0.08,N,2
24,32000,RENT,1.0,MEDICAL,A,5000,,0,0.16,N,3
23,32400,RENT,0.0,MEDICAL,B,5000,,0,0.15,N,2
24,33000,RENT,8.0,MEDICAL,C,5000,,0,0.15,N,3
23,33017,RENT,1.0,PERSONAL,B,5000,,0,0.15,N,4
25,34000,RENT,6.0,VENTURE,A,5000,,0,0.15,N,2
22,34500,RENT,1.0,VENTURE,C,5000,,0,0.14,N,4
22,34992,RENT,1.0,PERSONAL,B,5000,,0,0.14,N,3
25,36000,MORTGAGE,6.0,MEDICAL,D,10000,,1,0.28,N,2
22,35000,RENT,6.0,MEDICAL,B,5000,,0,0.14,N,4
23,35000,RENT,3.0,MEDICAL,B,5000,,0,0.14,N,2
23,29000,RENT,1.0,MEDICAL,F,5000,,1,0.17,Y,3
21,35550,RENT,3.0,PERSONAL,C,5000,,0,0.14,N,4
23,36000,RENT,0.0,EDUCATION,B,5000,,0,0.14,N,3
23,36000,RENT,,DEBTCONSOLIDATION,A,5000,6.17,0,0.14,N,2
22,36000,RENT,,MEDICAL,C,5000,13.48,0,0.14,N,3
22,42000,MORTGAGE,1.0,EDUCATION,A,13000,,0,0.31,N,4
23,31516,RENT,,DEBTCONSOLIDATION,B,5000,9.91,1,0.16,N,4
23,42000,OWN,1.0,PERSONAL,B,5400,,0,0.13,N,2
23,32000,RENT,,PERSONAL,B,5000,9.91,1,0.16,N,3
23,32000,RENT,5.0,HOMEIMPROVEMENT,B,5000,,1,0.16,N,4
21,38000,RENT,0.0,EDUCATION,C,5000,,0,0.13,Y,4
25,42348,MORTGAGE,9.0,DEBTCONSOLIDATION,A,8000,,0,0.19,N,2
23,42500,MORTGAGE,2.0,EDUCATION,B,12600,,0,0.3,N,4
22,40000,RENT,,EDUCATION,A,5000,8.9,0,0.13,N,2
22,34000,RENT,6.0,PERSONAL,B,5000,,1,0.15,N,4
22,40000,RENT,,EDUCATION,A,5000,6.17,0,0.13,N,2
23,40000,RENT,2.0,MEDICAL,C,5000,,0,0.13,N,3
23,42996,MORTGAGE,2.0,VENTURE,D,8500,,0,0.2,Y,4
22,41000,RENT,6.0,VENTURE,A,5000,,0,0.12,N,2
23,41017,RENT,6.0,DEBTCONSOLIDATION,A,5000,,0,0.12,N,2
23,43000,MORTGAGE,7.0,VENTURE,A,15600,,0,0.36,N,4
22,43000,MORTGAGE,3.0,VENTURE,A,2600,,0,0.06,N,4
24,37000,MORTGAGE,8.0,HOMEIMPROVEMENT,B,10000,,1,0.27,N,2
22,43000,MORTGAGE,3.0,EDUCATION,A,2000,,0,0.05,N,3
25,45000,RENT,2.0,MEDICAL,C,5000,,0,0.11,N,4
25,45600,RENT,6.0,DEBTCONSOLIDATION,C,5000,,0,0.11,N,2
22,43200,MORTGAGE,,VENTURE,A,7975,7.49,0,0.18,N,2
21,42000,RENT,2.0,PERSONAL,D,5000,,1,0.12,N,4
23,42000,RENT,0.0,DEBTCONSOLIDATION,C,5000,,1,0.12,Y,2
24,43200,MORTGAGE,3.0,HOMEIMPROVEMENT,C,16000,,0,0.37,Y,2
22,48000,RENT,6.0,VENTURE,B,5000,,0,0.1,N,2
23,43600,OWN,7.0,EDUCATION,C,15000,,0,0.34,N,3
23,49029,RENT,1.0,MEDICAL,A,9000,,1,0.18,N,2
24,56000,RENT,8.0,HOMEIMPROVEMENT,D,9000,,0,0.16,Y,2
26,43873,OWN,,HOMEIMPROVEMENT,D,17500,16.32,0,0.4,N,3
24,58800,RENT,4.0,EDUCATION,A,9000,,0,0.15,N,2
24,44000,MORTGAGE,,MEDICAL,A,4000,,0,0.09,N,3
23,60000,RENT,2.0,VENTURE,A,9000,,0,0.15,N,4
21,44000,MORTGAGE,2.0,DEBTCONSOLIDATION,A,12000,,0,0.27,N,2
22,60000,RENT,0.0,DEBTCONSOLIDATION,C,9000,,0,0.15,N,2
25,62604,RENT,2.0,PERSONAL,A,9000,,0,0.14,N,3
23,44000,MORTGAGE,,MEDICAL,A,6000,5.42,0,0.14,N,4
24,44000,MORTGAGE,,MEDICAL,A,3600,5.79,0,0.08,N,2
22,70000,RENT,4.0,EDUCATION,B,9000,,0,0.13,N,2
26,44000,OWN,10.0,VENTURE,C,5000,,0,0.11,N,2
25,80000,RENT,0.0,EDUCATION,C,9000,,0,0.11,N,2
23,88000,RENT,5.0,MEDICAL,B,9000,,0,0.1,N,2
25,100500,RENT,5.0,PERSONAL,B,9000,,0,0.09,N,4
26,44400,MORTGAGE,,VENTURE,C,6500,14.35,0,0.15,N,2
23,44496,MORTGAGE,2.0,VENTURE,A,3500,,0,0.08,N,4
24,28800,RENT,2.0,PERSONAL,B,8875,,1,0.31,N,2
24,30000,RENT,0.0,MEDICAL,B,8850,,0,0.29,N,4
25,80000,RENT,,DEBTCONSOLIDATION,A,8800,7.51,0,0.11,N,2
25,45000,MORTGAGE,9.0,EDUCATION,A,5000,,0,0.11,N,3
25,50000,RENT,0.0,PERSONAL,A,5000,,0,0.1,N,2
24,50004,RENT,9.0,VENTURE,C,5000,,0,0.1,N,4
21,45000,OWN,2.0,VENTURE,A,6000,,0,0.13,N,2
21,45996,RENT,5.0,DEBTCONSOLIDATION,D,5000,,1,0.11,Y,3
25,45996,RENT,2.0,DEBTCONSOLIDATION,G,5000,,1,0.11,Y,4
24,45000,MORTGAGE,0.0,MEDICAL,B,3000,,0,0.07,N,3
22,26000,RENT,,EDUCATION,A,8500,6.17,1,0.33,N,3
24,39000,MORTGAGE,,DEBTCONSOLIDATION,A,7000,7.49,1,0.18,N,3
24,28800,RENT,1.0,DEBTCONSOLIDATION,A,8500,,0,0.3,N,2
22,39000,MORTGAGE,,HOMEIMPROVEMENT,A,5500,5.99,1,0.14,N,4
26,40500,RENT,,DEBTCONSOLIDATION,A,8500,7.88,0,0.21,N,2
24,39000,MORTGAGE,8.0,HOMEIMPROVEMENT,C,5000,,1,0.13,N,3
23,45000,OWN,,EDUCATION,C,15000,14.79,0,0.33,N,4
22,46968,RENT,1.0,PERSONAL,C,8500,,1,0.18,N,4
24,45000,MORTGAGE,8.0,PERSONAL,A,4000,,0,0.09,N,2
21,60996,RENT,2.0,VENTURE,B,8500,,0,0.14,N,2
22,45000,MORTGAGE,3.0,EDUCATION,C,3000,,0,0.07,N,4
23,66200,RENT,5.0,PERSONAL,A,8500,,0,0.13,N,2
22,21040,RENT,,EDUCATION,B,8450,11.71,1,0.4,N,4
24,45000,OWN,8.0,HOMEIMPROVEMENT,A,10000,,0,0.22,N,3
23,45000,MORTGAGE,0.0,DEBTCONSOLIDATION,A,1450,,0,0.03,N,2
25,55000,RENT,3.0,DEBTCONSOLIDATION,C,5000,,0,0.09,Y,4
22,55000,RENT,3.0,EDUCATION,C,5000,,0,0.09,Y,3
25,56000,RENT,2.0,DEBTCONSOLIDATION,B,5000,,0,0.09,N,4
24,45000,MORTGAGE,5.0,EDUCATION,A,5000,,0,0.11,N,4
24,45000,MORTGAGE,4.0,MEDICAL,A,1500,,0,0.03,N,2
